date,zone_id,zone_name,symptom_score,source
2020-08-02,11,Ramna & Motijheel,8.31,google_trends
2020-08-02,12,Khilgaon & Mugda,6.58,google_trends
2020-08-02,13,Dhanmondi & Azimpur,12.13,google_trends
2020-08-02,14,Wari & Jatrabari,10.75,google_trends
2020-08-02,15,Bashundhara R/A (NSU),7.13,google_trends
2020-08-09,1,Uttara,7.39,google_trends
2020-08-09,2,Mirpur,6.65,google_trends
2020-08-09,3,Gulshan & Banani,13.9,google_trends
2020-08-09,4,Agargaon & Kafrul,8.79,google_trends
2020-08-09,5,Farmgate & Karwan Bazar,13.81,google_trends
2020-08-09,6,Diabari & Ashkona,6.27,google_trends
2020-08-09,7,Uttarkhan & Faidabad,9.63,google_trends
2020-08-09,8,Dakshinkhan & Dumni,0.0,google_trends
2020-08-09,9,Vatara & Kuril,7.96,google_trends
2020-08-09,10,Badda & Aftabnagar,9.3,google_trends
2020-08-09,11,Ramna & Motijheel,9.34,google_trends
2020-08-09,12,Khilgaon & Mugda,9.6,google_trends
2020-08-09,13,Dhanmondi & Azimpur,9.61,google_trends
2020-08-09,14,Wari & Jatrabari,10.6,google_trends
2020-08-09,15,Bashundhara R/A (NSU),12.16,google_trends
2020-08-16,1,Uttara,6.05,google_trends
2020-08-16,2,Mirpur,8.55,google_trends
2020-08-16,3,Gulshan & Banani,5.48,google_trends
2020-08-16,4,Agargaon & Kafrul,6.09,google_trends
2020-08-16,5,Farmgate & Karwan Bazar,11.76,google_trends
2020-08-16,6,Diabari & Ashkona,4.04,google_trends
2020-08-16,7,Uttarkhan & Faidabad,2.4,google_trends
2020-08-16,8,Dakshinkhan & Dumni,5.01,google_trends
2020-08-16,9,Vatara & Kuril,2.27,google_trends
2020-08-16,10,Badda & Aftabnagar,3.9,google_trends
2020-08-16,11,Ramna & Motijheel,9.11,google_trends
2020-08-16,12,Khilgaon & Mugda,10.07,google_trends
2020-08-16,13,Dhanmondi & Azimpur,12.1,google_trends
2020-08-16,14,Wari & Jatrabari,4.69,google_trends
2020-08-16,15,Bashundhara R/A (NSU),13.94,google_trends
2020-08-23,1,Uttara,5.8,google_trends
2020-08-23,2,Mirpur,6.68,google_trends
2020-08-23,3,Gulshan & Banani,9.64,google_trends
2020-08-23,4,Agargaon & Kafrul,0.0,google_trends
2020-08-23,5,Farmgate & Karwan Bazar,9.42,google_trends
2020-08-23,6,Diabari & Ashkona,5.59,google_trends
2020-08-23,7,Uttarkhan & Faidabad,9.45,google_trends
2020-08-23,8,Dakshinkhan & Dumni,2.39,google_trends
2020-08-23,9,Vatara & Kuril,6.31,google_trends
2020-08-23,10,Badda & Aftabnagar,8.84,google_trends
2020-08-23,11,Ramna & Motijheel,12.2,google_trends
2020-08-23,12,Khilgaon & Mugda,11.98,google_trends
2020-08-23,13,Dhanmondi & Azimpur,11.31,google_trends
2020-08-23,14,Wari & Jatrabari,6.87,google_trends
2020-08-23,15,Bashundhara R/A (NSU),9.39,google_trends
2020-08-30,1,Uttara,5.98,google_trends
2020-08-30,2,Mirpur,3.56,google_trends
2020-08-30,3,Gulshan & Banani,9.54,google_trends
2020-08-30,4,Agargaon & Kafrul,6.66,google_trends
2020-08-30,5,Farmgate & Karwan Bazar,6.58,google_trends
2020-08-30,6,Diabari & Ashkona,2.89,google_trends
2020-08-30,7,Uttarkhan & Faidabad,1.51,google_trends
2020-08-30,8,Dakshinkhan & Dumni,1.72,google_trends
2020-08-30,9,Vatara & Kuril,7.95,google_trends
2020-08-30,10,Badda & Aftabnagar,9.4,google_trends
2020-08-30,11,Ramna & Motijheel,13.68,google_trends
2020-08-30,12,Khilgaon & Mugda,5.96,google_trends
2020-08-30,13,Dhanmondi & Azimpur,6.85,google_trends
2020-08-30,14,Wari & Jatrabari,9.5,google_trends
2020-08-30,15,Bashundhara R/A (NSU),9.98,google_trends
2020-09-06,1,Uttara,3.7,google_trends
2020-09-06,2,Mirpur,9.57,google_trends
2020-09-06,3,Gulshan & Banani,8.57,google_trends
2020-09-06,4,Agargaon & Kafrul,11.62,google_trends
2020-09-06,5,Farmgate & Karwan Bazar,10.88,google_trends
2020-09-06,6,Diabari & Ashkona,4.65,google_trends
2020-09-06,7,Uttarkhan & Faidabad,5.34,google_trends
2020-09-06,8,Dakshinkhan & Dumni,2.87,google_trends
2020-09-06,9,Vatara & Kuril,7.56,google_trends
2020-09-06,10,Badda & Aftabnagar,10.16,google_trends
2020-09-06,11,Ramna & Motijheel,11.23,google_trends
2020-09-06,12,Khilgaon & Mugda,7.79,google_trends
2020-09-06,13,Dhanmondi & Azimpur,7.44,google_trends
2020-09-06,14,Wari & Jatrabari,12.05,google_trends
2020-09-06,15,Bashundhara R/A (NSU),14.99,google_trends
2020-09-13,1,Uttara,6.69,google_trends
2020-09-13,2,Mirpur,11.96,google_trends
2020-09-13,3,Gulshan & Banani,7.72,google_trends
2020-09-13,4,Agargaon & Kafrul,3.84,google_trends
2020-09-13,5,Farmgate & Karwan Bazar,11.12,google_trends
2020-09-13,6,Diabari & Ashkona,8.58,google_trends
2020-09-13,7,Uttarkhan & Faidabad,0.0,google_trends
2020-09-13,8,Dakshinkhan & Dumni,4.67,google_trends
2020-09-13,9,Vatara & Kuril,7.41,google_trends
2020-09-13,10,Badda & Aftabnagar,7.2,google_trends
2020-09-13,11,Ramna & Motijheel,8.95,google_trends
2020-09-13,12,Khilgaon & Mugda,6.07,google_trends
2020-09-13,13,Dhanmondi & Azimpur,4.95,google_trends
2020-09-13,14,Wari & Jatrabari,8.47,google_trends
2020-09-13,15,Bashundhara R/A (NSU),17.21,google_trends
2020-09-20,1,Uttara,10.4,google_trends
2020-09-20,2,Mirpur,6.36,google_trends
2020-09-20,3,Gulshan & Banani,5.34,google_trends
2020-09-20,4,Agargaon & Kafrul,11.33,google_trends
2020-09-20,5,Farmgate & Karwan Bazar,6.6,google_trends
2020-09-20,6,Diabari & Ashkona,2.71,google_trends
2020-09-20,7,Uttarkhan & Faidabad,3.45,google_trends
2020-09-20,8,Dakshinkhan & Dumni,1.58,google_trends
2020-09-20,9,Vatara & Kuril,3.78,google_trends
2020-09-20,10,Badda & Aftabnagar,2.84,google_trends
2020-09-20,11,Ramna & Motijheel,12.38,google_trends
2020-09-20,12,Khilgaon & Mugda,5.39,google_trends
2020-09-20,13,Dhanmondi & Azimpur,7.32,google_trends
2020-09-20,14,Wari & Jatrabari,10.23,google_trends
2020-09-20,15,Bashundhara R/A (NSU),7.97,google_trends
2020-09-27,1,Uttara,5.74,google_trends
2020-09-27,2,Mirpur,6.77,google_trends
2020-09-27,3,Gulshan & Banani,8.93,google_trends
2020-09-27,4,Agargaon & Kafrul,6.62,google_trends
2020-09-27,5,Farmgate & Karwan Bazar,9.13,google_trends
2020-09-27,6,Diabari & Ashkona,1.7,google_trends
2020-09-27,7,Uttarkhan & Faidabad,1.66,google_trends
2020-09-27,8,Dakshinkhan & Dumni,7.1,google_trends
2020-09-27,9,Vatara & Kuril,4.49,google_trends
2020-09-27,10,Badda & Aftabnagar,9.62,google_trends
2020-09-27,11,Ramna & Motijheel,4.12,google_trends
2020-09-27,12,Khilgaon & Mugda,5.86,google_trends
2020-09-27,13,Dhanmondi & Azimpur,6.6,google_trends
2020-09-27,14,Wari & Jatrabari,9.92,google_trends
2020-09-27,15,Bashundhara R/A (NSU),8.38,google_trends
2020-10-04,1,Uttara,4.77,google_trends
2020-10-04,2,Mirpur,3.27,google_trends
2020-10-04,3,Gulshan & Banani,8.38,google_trends
2020-10-04,4,Agargaon & Kafrul,2.76,google_trends
2020-10-04,5,Farmgate & Karwan Bazar,5.44,google_trends
2020-10-04,6,Diabari & Ashkona,2.87,google_trends
2020-10-04,7,Uttarkhan & Faidabad,1.47,google_trends
2020-10-04,8,Dakshinkhan & Dumni,3.19,google_trends
2020-10-04,9,Vatara & Kuril,6.38,google_trends
2020-10-04,10,Badda & Aftabnagar,5.23,google_trends
2020-10-04,11,Ramna & Motijheel,13.06,google_trends
2020-10-04,12,Khilgaon & Mugda,9.89,google_trends
2020-10-04,13,Dhanmondi & Azimpur,6.89,google_trends
2020-10-04,14,Wari & Jatrabari,12.9,google_trends
2020-10-04,15,Bashundhara R/A (NSU),9.05,google_trends
2020-10-11,1,Uttara,8.32,google_trends
2020-10-11,2,Mirpur,10.77,google_trends
2020-10-11,3,Gulshan & Banani,5.93,google_trends
2020-10-11,4,Agargaon & Kafrul,7.35,google_trends
2020-10-11,5,Farmgate & Karwan Bazar,10.63,google_trends
2020-10-11,6,Diabari & Ashkona,0.4,google_trends
2020-10-11,7,Uttarkhan & Faidabad,0.0,google_trends
2020-10-11,8,Dakshinkhan & Dumni,4.14,google_trends
2020-10-11,9,Vatara & Kuril,3.68,google_trends
2020-10-11,10,Badda & Aftabnagar,1.86,google_trends
2020-10-11,11,Ramna & Motijheel,11.52,google_trends
2020-10-11,12,Khilgaon & Mugda,10.06,google_trends
2020-10-11,13,Dhanmondi & Azimpur,9.0,google_trends
2020-10-11,14,Wari & Jatrabari,3.71,google_trends
2020-10-11,15,Bashundhara R/A (NSU),8.28,google_trends
2020-10-18,1,Uttara,8.64,google_trends
2020-10-18,2,Mirpur,11.53,google_trends
2020-10-18,3,Gulshan & Banani,8.54,google_trends
2020-10-18,4,Agargaon & Kafrul,3.79,google_trends
2020-10-18,5,Farmgate & Karwan Bazar,8.72,google_trends
2020-10-18,6,Diabari & Ashkona,1.82,google_trends
2020-10-18,7,Uttarkhan & Faidabad,0.0,google_trends
2020-10-18,8,Dakshinkhan & Dumni,2.68,google_trends
2020-10-18,9,Vatara & Kuril,2.01,google_trends
2020-10-18,10,Badda & Aftabnagar,8.06,google_trends
2020-10-18,11,Ramna & Motijheel,10.69,google_trends
2020-10-18,12,Khilgaon & Mugda,10.02,google_trends
2020-10-18,13,Dhanmondi & Azimpur,7.36,google_trends
2020-10-18,14,Wari & Jatrabari,6.02,google_trends
2020-10-18,15,Bashundhara R/A (NSU),6.8,google_trends
2020-10-25,1,Uttara,4.22,google_trends
2020-10-25,2,Mirpur,9.3,google_trends
2020-10-25,3,Gulshan & Banani,6.36,google_trends
2020-10-25,4,Agargaon & Kafrul,1.34,google_trends
2020-10-25,5,Farmgate & Karwan Bazar,7.49,google_trends
2020-10-25,6,Diabari & Ashkona,7.92,google_trends
2020-10-25,7,Uttarkhan & Faidabad,0.97,google_trends
2020-10-25,8,Dakshinkhan & Dumni,3.16,google_trends
2020-10-25,9,Vatara & Kuril,2.39,google_trends
2020-10-25,10,Badda & Aftabnagar,2.69,google_trends
2020-10-25,11,Ramna & Motijheel,4.12,google_trends
2020-10-25,12,Khilgaon & Mugda,7.88,google_trends
2020-10-25,13,Dhanmondi & Azimpur,10.53,google_trends
2020-10-25,14,Wari & Jatrabari,8.51,google_trends
2020-10-25,15,Bashundhara R/A (NSU),9.06,google_trends
2020-11-01,1,Uttara,5.52,google_trends
2020-11-01,2,Mirpur,4.93,google_trends
2020-11-01,3,Gulshan & Banani,0.0,google_trends
2020-11-01,4,Agargaon & Kafrul,9.32,google_trends
2020-11-01,5,Farmgate & Karwan Bazar,9.9,google_trends
2020-11-01,6,Diabari & Ashkona,4.29,google_trends
2020-11-01,7,Uttarkhan & Faidabad,0.81,google_trends
2020-11-01,8,Dakshinkhan & Dumni,2.99,google_trends
2020-11-01,9,Vatara & Kuril,2.61,google_trends
2020-11-01,10,Badda & Aftabnagar,4.6,google_trends
2020-11-01,11,Ramna & Motijheel,8.35,google_trends
2020-11-01,12,Khilgaon & Mugda,4.27,google_trends
2020-11-01,13,Dhanmondi & Azimpur,7.04,google_trends
2020-11-01,14,Wari & Jatrabari,8.29,google_trends
2020-11-01,15,Bashundhara R/A (NSU),12.26,google_trends
2020-11-08,1,Uttara,4.83,google_trends
2020-11-08,2,Mirpur,12.15,google_trends
2020-11-08,3,Gulshan & Banani,8.37,google_trends
2020-11-08,4,Agargaon & Kafrul,5.3,google_trends
2020-11-08,5,Farmgate & Karwan Bazar,7.9,google_trends
2020-11-08,6,Diabari & Ashkona,1.0,google_trends
2020-11-08,7,Uttarkhan & Faidabad,5.91,google_trends
2020-11-08,8,Dakshinkhan & Dumni,5.19,google_trends
2020-11-08,9,Vatara & Kuril,5.98,google_trends
2020-11-08,10,Badda & Aftabnagar,5.59,google_trends
2020-11-08,11,Ramna & Motijheel,7.8,google_trends
2020-11-08,12,Khilgaon & Mugda,5.47,google_trends
2020-11-08,13,Dhanmondi & Azimpur,8.95,google_trends
2020-11-08,14,Wari & Jatrabari,13.35,google_trends
2020-11-08,15,Bashundhara R/A (NSU),10.47,google_trends
2020-11-15,1,Uttara,4.75,google_trends
2020-11-15,2,Mirpur,7.14,google_trends
2020-11-15,3,Gulshan & Banani,2.71,google_trends
2020-11-15,4,Agargaon & Kafrul,4.79,google_trends
2020-11-15,5,Farmgate & Karwan Bazar,8.99,google_trends
2020-11-15,6,Diabari & Ashkona,5.25,google_trends
2020-11-15,7,Uttarkhan & Faidabad,3.03,google_trends
2020-11-15,8,Dakshinkhan & Dumni,6.27,google_trends
2020-11-15,9,Vatara & Kuril,5.97,google_trends
2020-11-15,10,Badda & Aftabnagar,3.48,google_trends
2020-11-15,11,Ramna & Motijheel,12.32,google_trends
2020-11-15,12,Khilgaon & Mugda,8.22,google_trends
2020-11-15,13,Dhanmondi & Azimpur,10.98,google_trends
2020-11-15,14,Wari & Jatrabari,9.87,google_trends
2020-11-15,15,Bashundhara R/A (NSU),7.99,google_trends
2020-11-22,1,Uttara,7.44,google_trends
2020-11-22,2,Mirpur,6.04,google_trends
2020-11-22,3,Gulshan & Banani,4.84,google_trends
2020-11-22,4,Agargaon & Kafrul,6.29,google_trends
2020-11-22,5,Farmgate & Karwan Bazar,13.02,google_trends
2020-11-22,6,Diabari & Ashkona,1.54,google_trends
2020-11-22,7,Uttarkhan & Faidabad,0.0,google_trends
2020-11-22,8,Dakshinkhan & Dumni,2.7,google_trends
2020-11-22,9,Vatara & Kuril,7.17,google_trends
2020-11-22,10,Badda & Aftabnagar,4.23,google_trends
2020-11-22,11,Ramna & Motijheel,6.75,google_trends
2020-11-22,12,Khilgaon & Mugda,4.67,google_trends
2020-11-22,13,Dhanmondi & Azimpur,7.67,google_trends
2020-11-22,14,Wari & Jatrabari,10.22,google_trends
2020-11-22,15,Bashundhara R/A (NSU),10.9,google_trends
2020-11-29,1,Uttara,7.5,google_trends
2020-11-29,2,Mirpur,7.87,google_trends
2020-11-29,3,Gulshan & Banani,10.25,google_trends
2020-11-29,4,Agargaon & Kafrul,3.35,google_trends
2020-11-29,5,Farmgate & Karwan Bazar,10.55,google_trends
2020-11-29,6,Diabari & Ashkona,5.29,google_trends
2020-11-29,7,Uttarkhan & Faidabad,1.41,google_trends
2020-11-29,8,Dakshinkhan & Dumni,1.91,google_trends
2020-11-29,9,Vatara & Kuril,6.72,google_trends
2020-11-29,10,Badda & Aftabnagar,6.22,google_trends
2020-11-29,11,Ramna & Motijheel,8.87,google_trends
2020-11-29,12,Khilgaon & Mugda,5.27,google_trends
2020-11-29,13,Dhanmondi & Azimpur,9.01,google_trends
2020-11-29,14,Wari & Jatrabari,5.85,google_trends
2020-11-29,15,Bashundhara R/A (NSU),9.75,google_trends
2020-12-06,1,Uttara,4.07,google_trends
2020-12-06,2,Mirpur,7.96,google_trends
2020-12-06,3,Gulshan & Banani,6.46,google_trends
2020-12-06,4,Agargaon & Kafrul,5.04,google_trends
2020-12-06,5,Farmgate & Karwan Bazar,13.33,google_trends
2020-12-06,6,Diabari & Ashkona,0.0,google_trends
2020-12-06,7,Uttarkhan & Faidabad,6.23,google_trends
2020-12-06,8,Dakshinkhan & Dumni,1.29,google_trends
2020-12-06,9,Vatara & Kuril,7.94,google_trends
2020-12-06,10,Badda & Aftabnagar,4.08,google_trends
2020-12-06,11,Ramna & Motijheel,11.86,google_trends
2020-12-06,12,Khilgaon & Mugda,5.5,google_trends
2020-12-06,13,Dhanmondi & Azimpur,13.8,google_trends
2020-12-06,14,Wari & Jatrabari,9.04,google_trends
2020-12-06,15,Bashundhara R/A (NSU),19.04,google_trends
2020-12-13,1,Uttara,1.22,google_trends
2020-12-13,2,Mirpur,9.43,google_trends
2020-12-13,3,Gulshan & Banani,8.54,google_trends
2020-12-13,4,Agargaon & Kafrul,4.78,google_trends
2020-12-13,5,Farmgate & Karwan Bazar,9.8,google_trends
2020-12-13,6,Diabari & Ashkona,4.51,google_trends
2020-12-13,7,Uttarkhan & Faidabad,0.3,google_trends
2020-12-13,8,Dakshinkhan & Dumni,4.36,google_trends
2020-12-13,9,Vatara & Kuril,2.46,google_trends
2020-12-13,10,Badda & Aftabnagar,4.92,google_trends
2020-12-13,11,Ramna & Motijheel,9.7,google_trends
2020-12-13,12,Khilgaon & Mugda,8.16,google_trends
2020-12-13,13,Dhanmondi & Azimpur,8.54,google_trends
2020-12-13,14,Wari & Jatrabari,6.99,google_trends
2020-12-13,15,Bashundhara R/A (NSU),13.97,google_trends
2020-12-20,1,Uttara,8.24,google_trends
2020-12-20,2,Mirpur,10.04,google_trends
2020-12-20,3,Gulshan & Banani,7.26,google_trends
2020-12-20,4,Agargaon & Kafrul,7.69,google_trends
2020-12-20,5,Farmgate & Karwan Bazar,9.3,google_trends
2020-12-20,6,Diabari & Ashkona,2.45,google_trends
2020-12-20,7,Uttarkhan & Faidabad,2.45,google_trends
2020-12-20,8,Dakshinkhan & Dumni,5.42,google_trends
2020-12-20,9,Vatara & Kuril,4.94,google_trends
2020-12-20,10,Badda & Aftabnagar,8.23,google_trends
2020-12-20,11,Ramna & Motijheel,9.46,google_trends
2020-12-20,12,Khilgaon & Mugda,5.99,google_trends
2020-12-20,13,Dhanmondi & Azimpur,5.39,google_trends
2020-12-20,14,Wari & Jatrabari,8.9,google_trends
2020-12-20,15,Bashundhara R/A (NSU),10.8,google_trends
2020-12-27,1,Uttara,7.5,google_trends
2020-12-27,2,Mirpur,10.16,google_trends
2020-12-27,3,Gulshan & Banani,2.04,google_trends
2020-12-27,4,Agargaon & Kafrul,2.65,google_trends
2020-12-27,5,Farmgate & Karwan Bazar,8.22,google_trends
2020-12-27,6,Diabari & Ashkona,0.79,google_trends
2020-12-27,7,Uttarkhan & Faidabad,5.53,google_trends
2020-12-27,8,Dakshinkhan & Dumni,3.88,google_trends
2020-12-27,9,Vatara & Kuril,6.51,google_trends
2020-12-27,10,Badda & Aftabnagar,4.7,google_trends
2020-12-27,11,Ramna & Motijheel,10.25,google_trends
2020-12-27,12,Khilgaon & Mugda,6.31,google_trends
2020-12-27,13,Dhanmondi & Azimpur,9.52,google_trends
2020-12-27,14,Wari & Jatrabari,10.13,google_trends
2020-12-27,15,Bashundhara R/A (NSU),9.36,google_trends
2021-01-03,1,Uttara,9.89,google_trends
2021-01-03,2,Mirpur,12.57,google_trends
2021-01-03,3,Gulshan & Banani,8.68,google_trends
2021-01-03,4,Agargaon & Kafrul,7.3,google_trends
2021-01-03,5,Farmgate & Karwan Bazar,12.62,google_trends
2021-01-03,6,Diabari & Ashkona,5.01,google_trends
2021-01-03,7,Uttarkhan & Faidabad,3.21,google_trends
2021-01-03,8,Dakshinkhan & Dumni,6.07,google_trends
2021-01-03,9,Vatara & Kuril,5.14,google_trends
2021-01-03,10,Badda & Aftabnagar,5.5,google_trends
2021-01-03,11,Ramna & Motijheel,8.55,google_trends
2021-01-03,12,Khilgaon & Mugda,7.93,google_trends
2021-01-03,13,Dhanmondi & Azimpur,12.2,google_trends
2021-01-03,14,Wari & Jatrabari,14.01,google_trends
2021-01-03,15,Bashundhara R/A (NSU),13.19,google_trends
2021-01-10,1,Uttara,9.98,google_trends
2021-01-10,2,Mirpur,11.7,google_trends
2021-01-10,3,Gulshan & Banani,10.13,google_trends
2021-01-10,4,Agargaon & Kafrul,5.89,google_trends
2021-01-10,5,Farmgate & Karwan Bazar,7.51,google_trends
2021-01-10,6,Diabari & Ashkona,8.74,google_trends
2021-01-10,7,Uttarkhan & Faidabad,4.14,google_trends
2021-01-10,8,Dakshinkhan & Dumni,2.17,google_trends
2021-01-10,9,Vatara & Kuril,6.32,google_trends
2021-01-10,10,Badda & Aftabnagar,7.8,google_trends
2021-01-10,11,Ramna & Motijheel,8.12,google_trends
2021-01-10,12,Khilgaon & Mugda,4.78,google_trends
2021-01-10,13,Dhanmondi & Azimpur,11.58,google_trends
2021-01-10,14,Wari & Jatrabari,6.55,google_trends
2021-01-10,15,Bashundhara R/A (NSU),10.76,google_trends
2021-01-17,1,Uttara,11.34,google_trends
2021-01-17,2,Mirpur,10.39,google_trends
2021-01-17,3,Gulshan & Banani,11.84,google_trends
2021-01-17,4,Agargaon & Kafrul,12.78,google_trends
2021-01-17,5,Farmgate & Karwan Bazar,11.2,google_trends
2021-01-17,6,Diabari & Ashkona,2.69,google_trends
2021-01-17,7,Uttarkhan & Faidabad,2.61,google_trends
2021-01-17,8,Dakshinkhan & Dumni,0.93,google_trends
2021-01-17,9,Vatara & Kuril,8.06,google_trends
2021-01-17,10,Badda & Aftabnagar,9.54,google_trends
2021-01-17,11,Ramna & Motijheel,17.58,google_trends
2021-01-17,12,Khilgaon & Mugda,9.62,google_trends
2021-01-17,13,Dhanmondi & Azimpur,11.98,google_trends
2021-01-17,14,Wari & Jatrabari,10.52,google_trends
2021-01-17,15,Bashundhara R/A (NSU),10.81,google_trends
2021-01-24,1,Uttara,13.01,google_trends
2021-01-24,2,Mirpur,10.03,google_trends
2021-01-24,3,Gulshan & Banani,9.32,google_trends
2021-01-24,4,Agargaon & Kafrul,8.59,google_trends
2021-01-24,5,Farmgate & Karwan Bazar,12.83,google_trends
2021-01-24,6,Diabari & Ashkona,4.95,google_trends
2021-01-24,7,Uttarkhan & Faidabad,5.43,google_trends
2021-01-24,8,Dakshinkhan & Dumni,3.29,google_trends
2021-01-24,9,Vatara & Kuril,8.41,google_trends
2021-01-24,10,Badda & Aftabnagar,10.03,google_trends
2021-01-24,11,Ramna & Motijheel,10.89,google_trends
2021-01-24,12,Khilgaon & Mugda,11.36,google_trends
2021-01-24,13,Dhanmondi & Azimpur,12.44,google_trends
2021-01-24,14,Wari & Jatrabari,13.4,google_trends
2021-01-24,15,Bashundhara R/A (NSU),20.3,google_trends
2021-01-31,1,Uttara,12.07,google_trends
2021-01-31,2,Mirpur,11.17,google_trends
2021-01-31,3,Gulshan & Banani,11.84,google_trends
2021-01-31,4,Agargaon & Kafrul,9.33,google_trends
2021-01-31,5,Farmgate & Karwan Bazar,12.24,google_trends
2021-01-31,6,Diabari & Ashkona,2.15,google_trends
2021-01-31,7,Uttarkhan & Faidabad,0.0,google_trends
2021-01-31,8,Dakshinkhan & Dumni,9.18,google_trends
2021-01-31,9,Vatara & Kuril,9.78,google_trends
2021-01-31,10,Badda & Aftabnagar,13.6,google_trends
2021-01-31,11,Ramna & Motijheel,17.38,google_trends
2021-01-31,12,Khilgaon & Mugda,15.16,google_trends
2021-01-31,13,Dhanmondi & Azimpur,12.9,google_trends
2021-01-31,14,Wari & Jatrabari,11.69,google_trends
2021-01-31,15,Bashundhara R/A (NSU),16.82,google_trends
2021-02-07,1,Uttara,21.87,google_trends
2021-02-07,2,Mirpur,27.09,google_trends
2021-02-07,3,Gulshan & Banani,23.11,google_trends
2021-02-07,4,Agargaon & Kafrul,20.06,google_trends
2021-02-07,5,Farmgate & Karwan Bazar,26.9,google_trends
2021-02-07,6,Diabari & Ashkona,10.09,google_trends
2021-02-07,7,Uttarkhan & Faidabad,10.69,google_trends
2021-02-07,8,Dakshinkhan & Dumni,9.33,google_trends
2021-02-07,9,Vatara & Kuril,26.39,google_trends
2021-02-07,10,Badda & Aftabnagar,21.71,google_trends
2021-02-07,11,Ramna & Motijheel,32.89,google_trends
2021-02-07,12,Khilgaon & Mugda,24.78,google_trends
2021-02-07,13,Dhanmondi & Azimpur,24.08,google_trends
2021-02-07,14,Wari & Jatrabari,27.97,google_trends
2021-02-07,15,Bashundhara R/A (NSU),37.95,google_trends
2021-02-14,1,Uttara,21.89,google_trends
2021-02-14,2,Mirpur,25.8,google_trends
2021-02-14,3,Gulshan & Banani,23.04,google_trends
2021-02-14,4,Agargaon & Kafrul,23.91,google_trends
2021-02-14,5,Farmgate & Karwan Bazar,33.85,google_trends
2021-02-14,6,Diabari & Ashkona,7.79,google_trends
2021-02-14,7,Uttarkhan & Faidabad,13.32,google_trends
2021-02-14,8,Dakshinkhan & Dumni,13.32,google_trends
2021-02-14,9,Vatara & Kuril,25.24,google_trends
2021-02-14,10,Badda & Aftabnagar,20.88,google_trends
2021-02-14,11,Ramna & Motijheel,34.74,google_trends
2021-02-14,12,Khilgaon & Mugda,28.29,google_trends
2021-02-14,13,Dhanmondi & Azimpur,26.71,google_trends
2021-02-14,14,Wari & Jatrabari,30.86,google_trends
2021-02-14,15,Bashundhara R/A (NSU),39.4,google_trends
2021-02-21,1,Uttara,20.95,google_trends
2021-02-21,2,Mirpur,21.85,google_trends
2021-02-21,3,Gulshan & Banani,22.99,google_trends
2021-02-21,4,Agargaon & Kafrul,17.91,google_trends
2021-02-21,5,Farmgate & Karwan Bazar,26.22,google_trends
2021-02-21,6,Diabari & Ashkona,7.87,google_trends
2021-02-21,7,Uttarkhan & Faidabad,5.39,google_trends
2021-02-21,8,Dakshinkhan & Dumni,9.74,google_trends
2021-02-21,9,Vatara & Kuril,16.48,google_trends
2021-02-21,10,Badda & Aftabnagar,17.72,google_trends
2021-02-21,11,Ramna & Motijheel,31.28,google_trends
2021-02-21,12,Khilgaon & Mugda,23.99,google_trends
2021-02-21,13,Dhanmondi & Azimpur,22.02,google_trends
2021-02-21,14,Wari & Jatrabari,22.65,google_trends
2021-02-21,15,Bashundhara R/A (NSU),32.88,google_trends
2021-02-28,1,Uttara,15.19,google_trends
2021-02-28,2,Mirpur,24.79,google_trends
2021-02-28,3,Gulshan & Banani,18.51,google_trends
2021-02-28,4,Agargaon & Kafrul,14.6,google_trends
2021-02-28,5,Farmgate & Karwan Bazar,25.01,google_trends
2021-02-28,6,Diabari & Ashkona,8.5,google_trends
2021-02-28,7,Uttarkhan & Faidabad,9.53,google_trends
2021-02-28,8,Dakshinkhan & Dumni,8.21,google_trends
2021-02-28,9,Vatara & Kuril,19.23,google_trends
2021-02-28,10,Badda & Aftabnagar,18.01,google_trends
2021-02-28,11,Ramna & Motijheel,27.33,google_trends
2021-02-28,12,Khilgaon & Mugda,21.31,google_trends
2021-02-28,13,Dhanmondi & Azimpur,16.27,google_trends
2021-02-28,14,Wari & Jatrabari,21.4,google_trends
2021-02-28,15,Bashundhara R/A (NSU),27.54,google_trends
2021-03-07,1,Uttara,19.23,google_trends
2021-03-07,2,Mirpur,16.88,google_trends
2021-03-07,3,Gulshan & Banani,18.06,google_trends
2021-03-07,4,Agargaon & Kafrul,11.36,google_trends
2021-03-07,5,Farmgate & Karwan Bazar,16.13,google_trends
2021-03-07,6,Diabari & Ashkona,7.28,google_trends
2021-03-07,7,Uttarkhan & Faidabad,5.23,google_trends
2021-03-07,8,Dakshinkhan & Dumni,5.26,google_trends
2021-03-07,9,Vatara & Kuril,14.6,google_trends
2021-03-07,10,Badda & Aftabnagar,8.72,google_trends
2021-03-07,11,Ramna & Motijheel,18.84,google_trends
2021-03-07,12,Khilgaon & Mugda,14.19,google_trends
2021-03-07,13,Dhanmondi & Azimpur,19.68,google_trends
2021-03-07,14,Wari & Jatrabari,23.44,google_trends
2021-03-07,15,Bashundhara R/A (NSU),23.81,google_trends
2021-03-14,1,Uttara,8.41,google_trends
2021-03-14,2,Mirpur,12.96,google_trends
2021-03-14,3,Gulshan & Banani,17.43,google_trends
2021-03-14,4,Agargaon & Kafrul,7.69,google_trends
2021-03-14,5,Farmgate & Karwan Bazar,16.66,google_trends
