date,zone_id,zone_name,mobility_risk_score
2020-11-20,6,Diabari & Ashkona,20.83
2020-11-20,7,Uttarkhan & Faidabad,17.68
2020-11-20,8,Dakshinkhan & Dumni,18.14
2020-11-20,9,Vatara & Kuril,36.68
2020-11-20,10,Badda & Aftabnagar,27.97
2020-11-20,11,Ramna & Motijheel,64.2
2020-11-20,12,Khilgaon & Mugda,40.99
2020-11-20,13,Dhanmondi & Azimpur,51.56
2020-11-20,14,Wari & Jatrabari,52.48
2020-11-20,15,Bashundhara R/A (NSU),61.51
2020-11-21,1,Uttara,37.99
2020-11-21,2,Mirpur,51.8
2020-11-21,3,Gulshan & Banani,32.09
2020-11-21,4,Agargaon & Kafrul,32.59
2020-11-21,5,Farmgate & Karwan Bazar,52.0
2020-11-21,6,Diabari & Ashkona,25.93
2020-11-21,7,Uttarkhan & Faidabad,21.18
2020-11-21,8,Dakshinkhan & Dumni,16.32
2020-11-21,9,Vatara & Kuril,32.54
2020-11-21,10,Badda & Aftabnagar,38.02
2020-11-21,11,Ramna & Motijheel,63.44
2020-11-21,12,Khilgaon & Mugda,37.47
2020-11-21,13,Dhanmondi & Azimpur,46.85
2020-11-21,14,Wari & Jatrabari,46.14
2020-11-21,15,Bashundhara R/A (NSU),53.43
2020-11-22,1,Uttara,39.0
2020-11-22,2,Mirpur,39.71
2020-11-22,3,Gulshan & Banani,44.04
2020-11-22,4,Agargaon & Kafrul,35.52
2020-11-22,5,Farmgate & Karwan Bazar,52.48
2020-11-22,6,Diabari & Ashkona,17.62
2020-11-22,7,Uttarkhan & Faidabad,14.99
2020-11-22,8,Dakshinkhan & Dumni,14.54
2020-11-22,9,Vatara & Kuril,31.08
2020-11-22,10,Badda & Aftabnagar,32.52
2020-11-22,11,Ramna & Motijheel,56.94
2020-11-22,12,Khilgaon & Mugda,43.42
2020-11-22,13,Dhanmondi & Azimpur,31.84
2020-11-22,14,Wari & Jatrabari,56.68
2020-11-22,15,Bashundhara R/A (NSU),57.03
2020-11-23,1,Uttara,43.63
2020-11-23,2,Mirpur,54.4
2020-11-23,3,Gulshan & Banani,37.93
2020-11-23,4,Agargaon & Kafrul,28.89
2020-11-23,5,Farmgate & Karwan Bazar,62.7
2020-11-23,6,Diabari & Ashkona,21.8
2020-11-23,7,Uttarkhan & Faidabad,20.51
2020-11-23,8,Dakshinkhan & Dumni,18.2
2020-11-23,9,Vatara & Kuril,27.9
2020-11-23,10,Badda & Aftabnagar,33.31
2020-11-23,11,Ramna & Motijheel,63.15
2020-11-23,12,Khilgaon & Mugda,45.41
2020-11-23,13,Dhanmondi & Azimpur,46.88
2020-11-23,14,Wari & Jatrabari,45.04
2020-11-23,15,Bashundhara R/A (NSU),67.16
2020-11-24,1,Uttara,33.84
2020-11-24,2,Mirpur,48.86
2020-11-24,3,Gulshan & Banani,44.66
2020-11-24,4,Agargaon & Kafrul,29.93
2020-11-24,5,Farmgate & Karwan Bazar,50.96
2020-11-24,6,Diabari & Ashkona,19.23
2020-11-24,7,Uttarkhan & Faidabad,21.36
2020-11-24,8,Dakshinkhan & Dumni,18.47
2020-11-24,9,Vatara & Kuril,35.77
2020-11-24,10,Badda & Aftabnagar,37.2
2020-11-24,11,Ramna & Motijheel,56.14
2020-11-24,12,Khilgaon & Mugda,49.35
2020-11-24,13,Dhanmondi & Azimpur,39.28
2020-11-24,14,Wari & Jatrabari,56.25
2020-11-24,15,Bashundhara R/A (NSU),71.66
2020-11-25,1,Uttara,45.63
2020-11-25,2,Mirpur,43.8
2020-11-25,3,Gulshan & Banani,32.24
2020-11-25,4,Agargaon & Kafrul,29.59
2020-11-25,5,Farmgate & Karwan Bazar,54.38
2020-11-25,6,Diabari & Ashkona,18.38
2020-11-25,7,Uttarkhan & Faidabad,15.58
2020-11-25,8,Dakshinkhan & Dumni,19.05
2020-11-25,9,Vatara & Kuril,34.94
2020-11-25,10,Badda & Aftabnagar,35.54
2020-11-25,11,Ramna & Motijheel,59.99
2020-11-25,12,Khilgaon & Mugda,47.6
2020-11-25,13,Dhanmondi & Azimpur,41.45
2020-11-25,14,Wari & Jatrabari,56.19
2020-11-25,15,Bashundhara R/A (NSU),67.75
2020-11-26,1,Uttara,30.91
2020-11-26,2,Mirpur,46.21
2020-11-26,3,Gulshan & Banani,44.67
2020-11-26,4,Agargaon & Kafrul,34.84
2020-11-26,5,Farmgate & Karwan Bazar,49.46
2020-11-26,6,Diabari & Ashkona,20.3
2020-11-26,7,Uttarkhan & Faidabad,13.78
2020-11-26,8,Dakshinkhan & Dumni,17.84
2020-11-26,9,Vatara & Kuril,38.82
2020-11-26,10,Badda & Aftabnagar,29.73
2020-11-26,11,Ramna & Motijheel,63.29
2020-11-26,12,Khilgaon & Mugda,42.27
2020-11-26,13,Dhanmondi & Azimpur,41.64
2020-11-26,14,Wari & Jatrabari,45.74
2020-11-26,15,Bashundhara R/A (NSU),65.01
2020-11-27,1,Uttara,36.3
2020-11-27,2,Mirpur,47.85
2020-11-27,3,Gulshan & Banani,34.22
2020-11-27,4,Agargaon & Kafrul,34.32
2020-11-27,5,Farmgate & Karwan Bazar,46.35
2020-11-27,6,Diabari & Ashkona,20.18
2020-11-27,7,Uttarkhan & Faidabad,17.76
2020-11-27,8,Dakshinkhan & Dumni,19.72
2020-11-27,9,Vatara & Kuril,35.26
2020-11-27,10,Badda & Aftabnagar,32.62
2020-11-27,11,Ramna & Motijheel,55.19
2020-11-27,12,Khilgaon & Mugda,37.2
2020-11-27,13,Dhanmondi & Azimpur,41.22
2020-11-27,14,Wari & Jatrabari,60.78
2020-11-27,15,Bashundhara R/A (NSU),62.26
2020-11-28,1,Uttara,39.15
2020-11-28,2,Mirpur,45.99
2020-11-28,3,Gulshan & Banani,43.23
2020-11-28,4,Agargaon & Kafrul,32.96
2020-11-28,5,Farmgate & Karwan Bazar,48.14
2020-11-28,6,Diabari & Ashkona,27.27
2020-11-28,7,Uttarkhan & Faidabad,15.75
2020-11-28,8,Dakshinkhan & Dumni,17.29
2020-11-28,9,Vatara & Kuril,38.91
2020-11-28,10,Badda & Aftabnagar,31.92
2020-11-28,11,Ramna & Motijheel,52.8
2020-11-28,12,Khilgaon & Mugda,44.74
2020-11-28,13,Dhanmondi & Azimpur,38.32
2020-11-28,14,Wari & Jatrabari,51.49
2020-11-28,15,Bashundhara R/A (NSU),68.66
2020-11-29,1,Uttara,37.73
2020-11-29,2,Mirpur,47.65
2020-11-29,3,Gulshan & Banani,39.64
2020-11-29,4,Agargaon & Kafrul,35.23
2020-11-29,5,Farmgate & Karwan Bazar,48.24
2020-11-29,6,Diabari & Ashkona,19.33
2020-11-29,7,Uttarkhan & Faidabad,21.63
2020-11-29,8,Dakshinkhan & Dumni,13.25
2020-11-29,9,Vatara & Kuril,31.48
2020-11-29,10,Badda & Aftabnagar,26.68
2020-11-29,11,Ramna & Motijheel,44.33
2020-11-29,12,Khilgaon & Mugda,47.4
2020-11-29,13,Dhanmondi & Azimpur,45.01
2020-11-29,14,Wari & Jatrabari,53.34
2020-11-29,15,Bashundhara R/A (NSU),69.7
2020-11-30,1,Uttara,35.82
2020-11-30,2,Mirpur,42.62
2020-11-30,3,Gulshan & Banani,36.63
2020-11-30,4,Agargaon & Kafrul,28.03
2020-11-30,5,Farmgate & Karwan Bazar,54.59
2020-11-30,6,Diabari & Ashkona,17.64
2020-11-30,7,Uttarkhan & Faidabad,17.63
2020-11-30,8,Dakshinkhan & Dumni,18.33
2020-11-30,9,Vatara & Kuril,39.06
2020-11-30,10,Badda & Aftabnagar,31.49
2020-11-30,11,Ramna & Motijheel,55.08
2020-11-30,12,Khilgaon & Mugda,47.24
2020-11-30,13,Dhanmondi & Azimpur,39.25
2020-11-30,14,Wari & Jatrabari,43.05
2020-11-30,15,Bashundhara R/A (NSU),62.25
2020-12-01,1,Uttara,36.7
2020-12-01,2,Mirpur,46.83
2020-12-01,3,Gulshan & Banani,38.47
2020-12-01,4,Agargaon & Kafrul,37.5
2020-12-01,5,Farmgate & Karwan Bazar,64.74
2020-12-01,6,Diabari & Ashkona,20.84
2020-12-01,7,Uttarkhan & Faidabad,15.27
2020-12-01,8,Dakshinkhan & Dumni,12.51
2020-12-01,9,Vatara & Kuril,32.7
2020-12-01,10,Badda & Aftabnagar,32.75
2020-12-01,11,Ramna & Motijheel,59.23
2020-12-01,12,Khilgaon & Mugda,48.07
2020-12-01,13,Dhanmondi & Azimpur,46.52
2020-12-01,14,Wari & Jatrabari,62.32
2020-12-01,15,Bashundhara R/A (NSU),56.34
2020-12-02,1,Uttara,35.62
2020-12-02,2,Mirpur,39.6
2020-12-02,3,Gulshan & Banani,43.3
2020-12-02,4,Agargaon & Kafrul,36.93
2020-12-02,5,Farmgate & Karwan Bazar,47.77
2020-12-02,6,Diabari & Ashkona,14.92
2020-12-02,7,Uttarkhan & Faidabad,14.37
2020-12-02,8,Dakshinkhan & Dumni,19.27
2020-12-02,9,Vatara & Kuril,37.19
2020-12-02,10,Badda & Aftabnagar,32.92
2020-12-02,11,Ramna & Motijheel,59.78
2020-12-02,12,Khilgaon & Mugda,42.13
2020-12-02,13,Dhanmondi & Azimpur,54.88
2020-12-02,14,Wari & Jatrabari,43.82
2020-12-02,15,Bashundhara R/A (NSU),55.85
2020-12-03,1,Uttara,34.51
2020-12-03,2,Mirpur,44.52
2020-12-03,3,Gulshan & Banani,39.87
2020-12-03,4,Agargaon & Kafrul,33.52
2020-12-03,5,Farmgate & Karwan Bazar,48.35
2020-12-03,6,Diabari & Ashkona,19.46
2020-12-03,7,Uttarkhan & Faidabad,19.61
2020-12-03,8,Dakshinkhan & Dumni,15.56
2020-12-03,9,Vatara & Kuril,28.66
2020-12-03,10,Badda & Aftabnagar,27.45
2020-12-03,11,Ramna & Motijheel,56.23
2020-12-03,12,Khilgaon & Mugda,40.1
2020-12-03,13,Dhanmondi & Azimpur,37.91
2020-12-03,14,Wari & Jatrabari,55.15
2020-12-03,15,Bashundhara R/A (NSU),66.52
2020-12-04,1,Uttara,38.64
2020-12-04,2,Mirpur,39.83
2020-12-04,3,Gulshan & Banani,41.04
2020-12-04,4,Agargaon & Kafrul,36.41
2020-12-04,5,Farmgate & Karwan Bazar,49.04
2020-12-04,6,Diabari & Ashkona,19.24
2020-12-04,7,Uttarkhan & Faidabad,15.03
2020-12-04,8,Dakshinkhan & Dumni,17.97
2020-12-04,9,Vatara & Kuril,33.74
2020-12-04,10,Badda & Aftabnagar,35.86
2020-12-04,11,Ramna & Motijheel,49.15
2020-12-04,12,Khilgaon & Mugda,37.84
2020-12-04,13,Dhanmondi & Azimpur,41.52
2020-12-04,14,Wari & Jatrabari,42.81
2020-12-04,15,Bashundhara R/A (NSU),60.19
2020-12-05,1,Uttara,37.26
2020-12-05,2,Mirpur,41.01
2020-12-05,3,Gulshan & Banani,47.67
2020-12-05,4,Agargaon & Kafrul,24.67
2020-12-05,5,Farmgate & Karwan Bazar,52.04
2020-12-05,6,Diabari & Ashkona,21.38
2020-12-05,7,Uttarkhan & Faidabad,16.73
2020-12-05,8,Dakshinkhan & Dumni,21.01
2020-12-05,9,Vatara & Kuril,26.29
2020-12-05,10,Badda & Aftabnagar,31.77
2020-12-05,11,Ramna & Motijheel,41.76
2020-12-05,12,Khilgaon & Mugda,41.3
2020-12-05,13,Dhanmondi & Azimpur,31.86
2020-12-05,14,Wari & Jatrabari,45.35
2020-12-05,15,Bashundhara R/A (NSU),61.58
2020-12-06,1,Uttara,33.32
2020-12-06,2,Mirpur,49.56
2020-12-06,3,Gulshan & Banani,31.46
2020-12-06,4,Agargaon & Kafrul,28.41
2020-12-06,5,Farmgate & Karwan Bazar,50.95
2020-12-06,6,Diabari & Ashkona,21.68
2020-12-06,7,Uttarkhan & Faidabad,18.89
2020-12-06,8,Dakshinkhan & Dumni,15.23
2020-12-06,9,Vatara & Kuril,32.07
2020-12-06,10,Badda & Aftabnagar,32.03
2020-12-06,11,Ramna & Motijheel,49.53
2020-12-06,12,Khilgaon & Mugda,40.9
2020-12-06,13,Dhanmondi & Azimpur,41.55
2020-12-06,14,Wari & Jatrabari,52.74
2020-12-06,15,Bashundhara R/A (NSU),54.23
2020-12-07,1,Uttara,39.89
2020-12-07,2,Mirpur,50.13
2020-12-07,3,Gulshan & Banani,46.85
2020-12-07,4,Agargaon & Kafrul,28.52
2020-12-07,5,Farmgate & Karwan Bazar,57.94
2020-12-07,6,Diabari & Ashkona,18.53
2020-12-07,7,Uttarkhan & Faidabad,15.75
2020-12-07,8,Dakshinkhan & Dumni,20.74
2020-12-07,9,Vatara & Kuril,35.46
2020-12-07,10,Badda & Aftabnagar,34.19
2020-12-07,11,Ramna & Motijheel,52.03
2020-12-07,12,Khilgaon & Mugda,43.33
2020-12-07,13,Dhanmondi & Azimpur,46.99
2020-12-07,14,Wari & Jatrabari,55.4
2020-12-07,15,Bashundhara R/A (NSU),59.55
2020-12-08,1,Uttara,37.65
2020-12-08,2,Mirpur,47.76
2020-12-08,3,Gulshan & Banani,39.86
2020-12-08,4,Agargaon & Kafrul,33.47
2020-12-08,5,Farmgate & Karwan Bazar,37.3
2020-12-08,6,Diabari & Ashkona,19.32
2020-12-08,7,Uttarkhan & Faidabad,16.77
2020-12-08,8,Dakshinkhan & Dumni,16.92
2020-12-08,9,Vatara & Kuril,31.94
2020-12-08,10,Badda & Aftabnagar,29.88
2020-12-08,11,Ramna & Motijheel,51.74
2020-12-08,12,Khilgaon & Mugda,41.62
2020-12-08,13,Dhanmondi & Azimpur,47.13
2020-12-08,14,Wari & Jatrabari,42.53
2020-12-08,15,Bashundhara R/A (NSU),60.86
2020-12-09,1,Uttara,39.85
2020-12-09,2,Mirpur,40.63
2020-12-09,3,Gulshan & Banani,35.81
2020-12-09,4,Agargaon & Kafrul,27.64
2020-12-09,5,Farmgate & Karwan Bazar,38.11
2020-12-09,6,Diabari & Ashkona,18.01
2020-12-09,7,Uttarkhan & Faidabad,17.04
2020-12-09,8,Dakshinkhan & Dumni,22.6
2020-12-09,9,Vatara & Kuril,30.48
2020-12-09,10,Badda & Aftabnagar,34.62
2020-12-09,11,Ramna & Motijheel,57.49
2020-12-09,12,Khilgaon & Mugda,42.1
2020-12-09,13,Dhanmondi & Azimpur,44.75
2020-12-09,14,Wari & Jatrabari,56.1
2020-12-09,15,Bashundhara R/A (NSU),63.35
2020-12-10,1,Uttara,38.08
2020-12-10,2,Mirpur,42.73
2020-12-10,3,Gulshan & Banani,32.65
2020-12-10,4,Agargaon & Kafrul,33.01
2020-12-10,5,Farmgate & Karwan Bazar,46.94
2020-12-10,6,Diabari & Ashkona,16.5
2020-12-10,7,Uttarkhan & Faidabad,18.27
2020-12-10,8,Dakshinkhan & Dumni,16.75
2020-12-10,9,Vatara & Kuril,36.08
2020-12-10,10,Badda & Aftabnagar,30.73
2020-12-10,11,Ramna & Motijheel,63.35
2020-12-10,12,Khilgaon & Mugda,37.9
2020-12-10,13,Dhanmondi & Azimpur,47.05
2020-12-10,14,Wari & Jatrabari,54.31
2020-12-10,15,Bashundhara R/A (NSU),59.31
2020-12-11,1,Uttara,31.38
2020-12-11,2,Mirpur,47.65
2020-12-11,3,Gulshan & Banani,36.07
2020-12-11,4,Agargaon & Kafrul,33.8
2020-12-11,5,Farmgate & Karwan Bazar,53.5
2020-12-11,6,Diabari & Ashkona,19.23
2020-12-11,7,Uttarkhan & Faidabad,17.3
2020-12-11,8,Dakshinkhan & Dumni,14.78
2020-12-11,9,Vatara & Kuril,31.28
2020-12-11,10,Badda & Aftabnagar,27.45
2020-12-11,11,Ramna & Motijheel,50.78
2020-12-11,12,Khilgaon & Mugda,43.79
2020-12-11,13,Dhanmondi & Azimpur,52.59
2020-12-11,14,Wari & Jatrabari,41.25
2020-12-11,15,Bashundhara R/A (NSU),54.38
2020-12-12,1,Uttara,32.64
2020-12-12,2,Mirpur,43.22
2020-12-12,3,Gulshan & Banani,41.41
2020-12-12,4,Agargaon & Kafrul,31.71
2020-12-12,5,Farmgate & Karwan Bazar,39.3
2020-12-12,6,Diabari & Ashkona,15.45
2020-12-12,7,Uttarkhan & Faidabad,15.42
2020-12-12,8,Dakshinkhan & Dumni,18.75
2020-12-12,9,Vatara & Kuril,30.22
2020-12-12,10,Badda & Aftabnagar,32.88
2020-12-12,11,Ramna & Motijheel,49.38
2020-12-12,12,Khilgaon & Mugda,40.27
2020-12-12,13,Dhanmondi & Azimpur,49.22
2020-12-12,14,Wari & Jatrabari,55.63
2020-12-12,15,Bashundhara R/A (NSU),55.81
2020-12-13,1,Uttara,37.33
2020-12-13,2,Mirpur,53.16
2020-12-13,3,Gulshan & Banani,36.81
2020-12-13,4,Agargaon & Kafrul,30.36
2020-12-13,5,Farmgate & Karwan Bazar,31.52
2020-12-13,6,Diabari & Ashkona,17.65
2020-12-13,7,Uttarkhan & Faidabad,16.18
2020-12-13,8,Dakshinkhan & Dumni,16.0
2020-12-13,9,Vatara & Kuril,32.19
2020-12-13,10,Badda & Aftabnagar,36.19
2020-12-13,11,Ramna & Motijheel,49.3
2020-12-13,12,Khilgaon & Mugda,39.27
2020-12-13,13,Dhanmondi & Azimpur,39.3
2020-12-13,14,Wari & Jatrabari,38.98
2020-12-13,15,Bashundhara R/A (NSU),62.97
2020-12-14,1,Uttara,37.84
2020-12-14,2,Mirpur,45.71
2020-12-14,3,Gulshan & Banani,45.25
2020-12-14,4,Agargaon & Kafrul,26.75
2020-12-14,5,Farmgate & Karwan Bazar,52.58
2020-12-14,6,Diabari & Ashkona,16.74
2020-12-14,7,Uttarkhan & Faidabad,15.55
2020-12-14,8,Dakshinkhan & Dumni,15.47
2020-12-14,9,Vatara & Kuril,42.19
2020-12-14,10,Badda & Aftabnagar,34.4
2020-12-14,11,Ramna & Motijheel,52.87
2020-12-14,12,Khilgaon & Mugda,37.83
2020-12-14,13,Dhanmondi & Azimpur,36.32
2020-12-14,14,Wari & Jatrabari,44.9
2020-12-14,15,Bashundhara R/A (NSU),61.28
2020-12-15,1,Uttara,33.47
2020-12-15,2,Mirpur,42.15
2020-12-15,3,Gulshan & Banani,29.6
2020-12-15,4,Agargaon & Kafrul,25.42
2020-12-15,5,Farmgate & Karwan Bazar,47.79
2020-12-15,6,Diabari & Ashkona,19.44
2020-12-15,7,Uttarkhan & Faidabad,11.79
2020-12-15,8,Dakshinkhan & Dumni,15.32
2020-12-15,9,Vatara & Kuril,35.0
2020-12-15,10,Badda & Aftabnagar,33.16
2020-12-15,11,Ramna & Motijheel,44.47
2020-12-15,12,Khilgaon & Mugda,32.71
2020-12-15,13,Dhanmondi & Azimpur,38.43
2020-12-15,14,Wari & Jatrabari,48.05
2020-12-15,15,Bashundhara R/A (NSU),58.91
2020-12-16,1,Uttara,40.44
2020-12-16,2,Mirpur,47.87
2020-12-16,3,Gulshan & Banani,43.05
2020-12-16,4,Agargaon & Kafrul,38.24
2020-12-16,5,Farmgate & Karwan Bazar,49.43
2020-12-16,6,Diabari & Ashkona,26.06
2020-12-16,7,Uttarkhan & Faidabad,19.12
2020-12-16,8,Dakshinkhan & Dumni,19.59
2020-12-16,9,Vatara & Kuril,41.02
2020-12-16,10,Badda & Aftabnagar,33.89
2020-12-16,11,Ramna & Motijheel,59.16
2020-12-16,12,Khilgaon & Mugda,52.07
2020-12-16,13,Dhanmondi & Azimpur,43.77
2020-12-16,14,Wari & Jatrabari,49.5
2020-12-16,15,Bashundhara R/A (NSU),64.59
2020-12-17,1,Uttara,41.0
2020-12-17,2,Mirpur,45.56
2020-12-17,3,Gulshan & Banani,33.7
2020-12-17,4,Agargaon & Kafrul,33.64
2020-12-17,5,Farmgate & Karwan Bazar,45.16
2020-12-17,6,Diabari & Ashkona,16.42
2020-12-17,7,Uttarkhan & Faidabad,21.59
2020-12-17,8,Dakshinkhan & Dumni,21.34
2020-12-17,9,Vatara & Kuril,35.24
2020-12-17,10,Badda & Aftabnagar,27.0
2020-12-17,11,Ramna & Motijheel,55.87
2020-12-17,12,Khilgaon & Mugda,44.65
2020-12-17,13,Dhanmondi & Azimpur,45.87
2020-12-17,14,Wari & Jatrabari,50.91
2020-12-17,15,Bashundhara R/A (NSU),51.48
2020-12-18,1,Uttara,32.75
2020-12-18,2,Mirpur,42.17
2020-12-18,3,Gulshan & Banani,39.14
2020-12-18,4,Agargaon & Kafrul,29.33
2020-12-18,5,Farmgate & Karwan Bazar,42.88
2020-12-18,6,Diabari & Ashkona,14.12
2020-12-18,7,Uttarkhan & Faidabad,13.86
2020-12-18,8,Dakshinkhan & Dumni,12.31
2020-12-18,9,Vatara & Kuril,32.72
2020-12-18,10,Badda & Aftabnagar,36.29
2020-12-18,11,Ramna & Motijheel,52.04
2020-12-18,12,Khilgaon & Mugda,32.87
2020-12-18,13,Dhanmondi & Azimpur,36.47
2020-12-18,14,Wari & Jatrabari,48.47
2020-12-18,15,Bashundhara R/A (NSU),57.1
2020-12-19,1,Uttara,37.16
2020-12-19,2,Mirpur,46.56
2020-12-19,3,Gulshan & Banani,41.94
2020-12-19,4,Agargaon & Kafrul,28.36
2020-12-19,5,Farmgate & Karwan Bazar,49.41
2020-12-19,6,Diabari & Ashkona,18.66
2020-12-19,7,Uttarkhan & Faidabad,14.33
2020-12-19,8,Dakshinkhan & Dumni,17.41
2020-12-19,9,Vatara & Kuril,24.15
2020-12-19,10,Badda & Aftabnagar,38.64
2020-12-19,11,Ramna & Motijheel,54.03
2020-12-19,12,Khilgaon & Mugda,44.1
2020-12-19,13,Dhanmondi & Azimpur,41.96
2020-12-19,14,Wari & Jatrabari,46.68
2020-12-19,15,Bashundhara R/A (NSU),56.61
2020-12-20,1,Uttara,34.17
2020-12-20,2,Mirpur,47.23
2020-12-20,3,Gulshan & Banani,35.67
2020-12-20,4,Agargaon & Kafrul,22.42
2020-12-20,5,Farmgate & Karwan Bazar,44.85
2020-12-20,6,Diabari & Ashkona,18.82
2020-12-20,7,Uttarkhan & Faidabad,13.92
2020-12-20,8,Dakshinkhan & Dumni,18.73
2020-12-20,9,Vatara & Kuril,29.82
2020-12-20,10,Badda & Aftabnagar,36.52
2020-12-20,11,Ramna & Motijheel,53.36
2020-12-20,12,Khilgaon & Mugda,44.4
2020-12-20,13,Dhanmondi & Azimpur,45.63
2020-12-20,14,Wari & Jatrabari,51.8
2020-12-20,15,Bashundhara R/A (NSU),60.25
2020-12-21,1,Uttara,35.2
2020-12-21,2,Mirpur,40.72
2020-12-21,3,Gulshan & Banani,27.01
2020-12-21,4,Agargaon & Kafrul,26.68
2020-12-21,5,Farmgate & Karwan Bazar,52.51
2020-12-21,6,Diabari & Ashkona,19.91
2020-12-21,7,Uttarkhan & Faidabad,18.41
2020-12-21,8,Dakshinkhan & Dumni,18.19
2020-12-21,9,Vatara & Kuril,31.51
2020-12-21,10,Badda & Aftabnagar,30.91
2020-12-21,11,Ramna & Motijheel,42.81
2020-12-21,12,Khilgaon & Mugda,42.05
2020-12-21,13,Dhanmondi & Azimpur,42.7
2020-12-21,14,Wari & Jatrabari,47.43
2020-12-21,15,Bashundhara R/A (NSU),72.35
2020-12-22,1,Uttara,40.57
2020-12-22,2,Mirpur,39.21
2020-12-22,3,Gulshan & Banani,40.45
2020-12-22,4,Agargaon & Kafrul,37.76
2020-12-22,5,Farmgate & Karwan Bazar,35.15
2020-12-22,6,Diabari & Ashkona,18.66
2020-12-22,7,Uttarkhan & Faidabad,18.07
2020-12-22,8,Dakshinkhan & Dumni,21.35
2020-12-22,9,Vatara & Kuril,27.34
2020-12-22,10,Badda & Aftabnagar,28.73
2020-12-22,11,Ramna & Motijheel,57.18
2020-12-22,12,Khilgaon & Mugda,49.57
2020-12-22,13,Dhanmondi & Azimpur,39.81
2020-12-22,14,Wari & Jatrabari,50.99
2020-12-22,15,Bashundhara R/A (NSU),64.58
2020-12-23,1,Uttara,39.44
2020-12-23,2,Mirpur,36.73
2020-12-23,3,Gulshan & Banani,41.33
2020-12-23,4,Agargaon & Kafrul,26.45
2020-12-23,5,Farmgate & Karwan Bazar,45.9
2020-12-23,6,Diabari & Ashkona,19.18
2020-12-23,7,Uttarkhan & Faidabad,16.48
2020-12-23,8,Dakshinkhan & Dumni,17.81
2020-12-23,9,Vatara & Kuril,29.69
2020-12-23,10,Badda & Aftabnagar,28.89
2020-12-23,11,Ramna & Motijheel,49.74
2020-12-23,12,Khilgaon & Mugda,43.16
2020-12-23,13,Dhanmondi & Azimpur,49.15
2020-12-23,14,Wari & Jatrabari,55.8
2020-12-23,15,Bashundhara R/A (NSU),71.44
2020-12-24,1,Uttara,38.81
2020-12-24,2,Mirpur,46.54
2020-12-24,3,Gulshan & Banani,40.54
2020-12-24,4,Agargaon & Kafrul,31.09
2020-12-24,5,Farmgate & Karwan Bazar,43.59
2020-12-24,6,Diabari & Ashkona,20.28
2020-12-24,7,Uttarkhan & Faidabad,14.3
2020-12-24,8,Dakshinkhan & Dumni,17.24
2020-12-24,9,Vatara & Kuril,26.26
2020-12-24,10,Badda & Aftabnagar,26.19
2020-12-24,11,Ramna & Motijheel,46.53
2020-12-24,12,Khilgaon & Mugda,35.11
2020-12-24,13,Dhanmondi & Azimpur,34.69
2020-12-24,14,Wari & Jatrabari,53.03
2020-12-24,15,Bashundhara R/A (NSU),62.84
2020-12-25,1,Uttara,39.19
2020-12-25,2,Mirpur,37.65
2020-12-25,3,Gulshan & Banani,42.85
2020-12-25,4,Agargaon & Kafrul,32.82
2020-12-25,5,Farmgate & Karwan Bazar,46.53
2020-12-25,6,Diabari & Ashkona,21.25
2020-12-25,7,Uttarkhan & Faidabad,16.21
2020-12-25,8,Dakshinkhan & Dumni,18.53
2020-12-25,9,Vatara & Kuril,31.83
2020-12-25,10,Badda & Aftabnagar,30.52
2020-12-25,11,Ramna & Motijheel,44.53
2020-12-25,12,Khilgaon & Mugda,41.6
2020-12-25,13,Dhanmondi & Azimpur,40.08
2020-12-25,14,Wari & Jatrabari,51.2
2020-12-25,15,Bashundhara R/A (NSU),56.39
2020-12-26,1,Uttara,35.46
2020-12-26,2,Mirpur,33.86
2020-12-26,3,Gulshan & Banani,33.29
2020-12-26,4,Agargaon & Kafrul,25.55
2020-12-26,5,Farmgate & Karwan Bazar,46.04
2020-12-26,6,Diabari & Ashkona,14.17
2020-12-26,7,Uttarkhan & Faidabad,12.42
2020-12-26,8,Dakshinkhan & Dumni,17.67
2020-12-26,9,Vatara & Kuril,35.53
2020-12-26,10,Badda & Aftabnagar,37.2
2020-12-26,11,Ramna & Motijheel,54.1
2020-12-26,12,Khilgaon & Mugda,41.93
2020-12-26,13,Dhanmondi & Azimpur,42.28
2020-12-26,14,Wari & Jatrabari,41.59
2020-12-26,15,Bashundhara R/A (NSU),61.1
2020-12-27,1,Uttara,37.77
2020-12-27,2,Mirpur,45.3
2020-12-27,3,Gulshan & Banani,41.17
2020-12-27,4,Agargaon & Kafrul,30.59
2020-12-27,5,Farmgate & Karwan Bazar,53.38
2020-12-27,6,Diabari & Ashkona,18.13
2020-12-27,7,Uttarkhan & Faidabad,16.69
2020-12-27,8,Dakshinkhan & Dumni,16.44
2020-12-27,9,Vatara & Kuril,36.54
2020-12-27,10,Badda & Aftabnagar,31.08
2020-12-27,11,Ramna & Motijheel,50.49
2020-12-27,12,Khilgaon & Mugda,38.12
2020-12-27,13,Dhanmondi & Azimpur,42.53
2020-12-27,14,Wari & Jatrabari,50.79
2020-12-27,15,Bashundhara R/A (NSU),66.12
2020-12-28,1,Uttara,35.29
2020-12-28,2,Mirpur,55.99
2020-12-28,3,Gulshan & Banani,44.55
2020-12-28,4,Agargaon & Kafrul,34.07
2020-12-28,5,Farmgate & Karwan Bazar,40.15
2020-12-28,6,Diabari & Ashkona,20.12
2020-12-28,7,Uttarkhan & Faidabad,18.97
